CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
f412203: 1364 rows
f412204: 1263 rows
f412205: 1349 rows
f412208: 1660 rows
f412212: 1130 rows
f412311: 938 rows
f412316: 1172 rows
f412321: 1424 rows
f412323: 648 rows
f412324: 1167 rows
f412325: 1047 rows
f412328: 1245 rows
f412335: 1286 rows
f412338: 898 rows
f412342: 1073 rows
f412346: 767 rows
f412347: 1353 rows
f412348: 2184 rows
f412349: 1093 rows
f412350: 883 rows
f412351: 926 rows
f412355: 1244 rows
f412361: 1480 rows
f412364: 1046 rows
f413011: 1381 rows
f413015: 1108 rows
f413025: 777 rows
f413121: 1114 rows
f413122: 1926 rows
f413125: 1838 rows
f413127: 608 rows
f413134: 1444 rows
f413136: 830 rows
f413138: 2522 rows
f413139: 1156 rows
f413147: 1488 rows
f413148: 2377 rows
f413150: 1433 rows
f413151: 928 rows
f413155: 587 rows
f413156: 2549 rows
f413157: 858 rows
f413160: 1202 rows
f413161: 1152 rows
f413170: 1086 rows
f413171: 1233 rows
f413186: 1354 rows
f413188: 1871 rows
f413194: 963 rows
f413195: 261 rows
f413306: 1429 rows
f413309: 981 rows
f413319: 1369 rows
f413320: 1718 rows
f413321: 1567 rows
f413325: 1567 rows
f413334: 960 rows
f413354: 763 rows
f413359: 787 rows
f413363: 1252 rows
f414005: 1183 rows
f414092: 1121 rows
f414093: 1180 rows
f414094: 1129 rows
f414097: 1753 rows
f414101: 1369 rows
f414108: 829 rows
f414109: 1746 rows
f414111: 1325 rows
f414120: 923 rows
f414123: 1668 rows
f414125: 1444 rows
f414126: 1446 rows
f414128: 2706 rows
f414132: 1870 rows
f414134: 1285 rows
f414135: 1462 rows
f414138: 396 rows
f414139: 972 rows
f414141: 1168 rows
f414144: 487 rows
f414145: 1184 rows
f414147: 869 rows
f414154: 1131 rows
f414157: 1745 rows
f414158: 1408 rows
f414159: 1601 rows
f414160: 1245 rows
f414162: 1432 rows
f414167: 1456 rows
f414168: 557 rows
f414171: 1394 rows
f414172: 1244 rows
f414174: 1562 rows
f414175: 513 rows
f414178: 1032 rows
f414179: 1344 rows
f414180: 1173 rows
f414199: 1175 rows
f414200: 2331 rows
f414203: 1039 rows
f414206: 787 rows
f414207: 1748 rows
f414208: 1955 rows
f414211: 180 rows
f414308: 1296 rows
f414314: 892 rows
f414333: 1373 rows
f414346: 976 rows
f414347: 803 rows
f414349: 1071 rows
f414350: 1234 rows
f414353: 1141 rows
f414355: 1242 rows
f414356: 1217 rows
f414361: 1204 rows
f414364: 1380 rows
f415003: 892 rows
f415006: 1693 rows
f415075: 919 rows
f415079: 2300 rows
f415083: 1613 rows
f415084: 1584 rows
f415088: 2046 rows
f415091: 1750 rows
f415092: 1180 rows
f415096: 2433 rows
f415102: 1096 rows
f415103: 853 rows
f415105: 1747 rows
f415106: 2648 rows
f415112: 1129 rows
f415116: 1194 rows
f415117: 1553 rows
f415119: 873 rows
f415120: 2051 rows
f415125: 1412 rows
f415126: 2151 rows
f415127: 1433 rows
f415128: 2090 rows
f415134: 834 rows
f415135: 1621 rows
f415138: 1050 rows
f415142: 1431 rows
f415149: 1541 rows
f415154: 1228 rows
f415155: 1361 rows
f415156: 969 rows
f415158: 1368 rows
f415161: 1244 rows
f415163: 986 rows
f415165: 1390 rows
f415168: 1315 rows
f415169: 1615 rows
f415170: 632 rows
f415171: 1867 rows
f415173: 1510 rows
f415175: 524 rows
f415176: 1013 rows
f415177: 325 rows
f415178: 1231 rows
f415181: 1284 rows
f415183: 887 rows
f415184: 1188 rows
f415186: 1310 rows
f415187: 679 rows
f415204: 556 rows
f415207: 1119 rows
f415211: 1246 rows
f415214: 1164 rows
f415215: 1817 rows
f415218: 1013 rows
f415219: 1481 rows
f415220: 1184 rows
f415222: 1150 rows
f415223: 1471 rows
f415227: 388 rows
f415228: 1535 rows
f415232: 667 rows
f415239: 869 rows
f415240: 1204 rows
f415311: 824 rows
f415313: 1906 rows
f415314: 1180 rows
f415316: 1191 rows
f415328: 956 rows
f415329: 1500 rows
f415331: 1246 rows
f415333: 1985 rows
f415334: 936 rows
f415338: 1016 rows
f415339: 1284 rows
f415341: 1076 rows
f415343: 1278 rows
f415346: 925 rows
f415347: 1274 rows
f415360: 1502 rows
f416009: 979 rows
f416012: 932 rows
f416087: 1352 rows
f416090: 1321 rows
f416097: 1304 rows
f416100: 1438 rows
f416108: 1351 rows
f416109: 848 rows
f416110: 1379 rows
f416112: 1521 rows
f416113: 1688 rows
f416116: 1720 rows
f416118: 1847 rows
f416119: 843 rows
f416121: 1676 rows
f416122: 1344 rows
f416131: 1521 rows
f416132: 1266 rows
f416133: 1431 rows
f416135: 1301 rows
f416139: 1391 rows
f416140: 1698 rows
f416141: 2246 rows
f416142: 1571 rows
f416144: 1500 rows
f416147: 2823 rows
f416150: 828 rows
f416153: 2003 rows
f416163: 1625 rows
f416167: 1236 rows
f416168: 1089 rows
f416169: 1770 rows
f416170: 2133 rows
f416177: 767 rows
f416182: 1581 rows
f417099: 1569 rows
f417102: 1564 rows
f417104: 1453 rows
f417108: 461 rows
f417113: 1482 rows
f417114: 1578 rows
f417118: 880 rows
f417120: 1857 rows
f417129: 1463 rows
f417130: 2666 rows
f417131: 219 rows
f417133: 1754 rows
f417136: 1704 rows
f417137: 1738 rows
f417141: 1072 rows
f417142: 1660 rows
f417147: 1113 rows
f417148: 1143 rows
f417173: 1832 rows
f417174: 3562 rows
f417176: 3485 rows
f417177: 1516 rows
f417178: 3019 rows
f417180: 3123 rows
f417185: 2483 rows
f417186: 2934 rows
f417187: 1602 rows
f417189: 3716 rows
f417191: 1978 rows
f417200: 1957 rows
f417201: 2068 rows
f417202: 1709 rows
f417204: 3563 rows
f417205: 2094 rows
f417206: 4138 rows
f417207: 3295 rows
f417210: 4010 rows
f418079: 2590 rows
f418082: 2288 rows
f418083: 2157 rows
f418087: 2057 rows
f418095: 104 rows
f418096: 1550 rows
f418097: 148 rows
f418100: 1943 rows
f418101: 2269 rows
f418102: 2058 rows
f418104: 1584 rows
f418111: 2393 rows
f418112: 1873 rows
f418113: 2111 rows
f418114: 2061 rows
f418117: 1611 rows
f418120: 2300 rows
f418121: 2471 rows
f418123: 1884 rows
f418125: 2070 rows
f418126: 1603 rows
f418131: 2179 rows
f418132: 2018 rows
f418133: 1207 rows
f418141: 1678 rows
f418142: 2278 rows
f418144: 1926 rows
f418149: 1460 rows
f418150: 2005 rows
f418155: 1944 rows
f418157: 1423 rows
f418158: 1825 rows
f418160: 2224 rows
f418162: 2057 rows
f418166: 2012 rows
f418168: 2853 rows
f418177: 1590 rows
f418180: 1643 rows
f418181: 2177 rows
f418186: 1960 rows
f418188: 1855 rows
f418192: 1863 rows
f418194: 1888 rows
f418195: 2108 rows
f418197: 2184 rows
f418200: 1639 rows
f418201: 1558 rows
f418202: 1996 rows
f418208: 2073 rows
f418210: 1917 rows
f418212: 2045 rows
f418213: 1599 rows
f418215: 1906 rows
f418218: 1944 rows
f418224: 1797 rows
f418322: 1977 rows
f418323: 2206 rows
f418327: 1777 rows
f418330: 1571 rows
f418332: 1374 rows
f418348: 1651 rows
f418349: 1445 rows
f418350: 1061 rows
f418357: 1720 rows
f418358: 2230 rows
f418361: 1525 rows
f418364: 1899 rows
f418365: 2363 rows
f419002: 2156 rows
f419004: 1555 rows
f419007: 500 rows
f419013: 2253 rows
f419014: 1436 rows
f419015: 2087 rows
f419084: 214 rows
f419086: 1491 rows
f419087: 2160 rows
f419089: 1607 rows
f419092: 1566 rows
f419097: 2340 rows
f419101: 2208 rows
f419102: 1990 rows
f419104: 1524 rows
f419107: 2113 rows
f419108: 1559 rows
f419114: 1475 rows
f419115: 1815 rows
f419119: 2203 rows
f419121: 3513 rows
f419127: 2322 rows
f419128: 2307 rows
f419129: 3193 rows
f419155: 1122 rows
f419156: 945 rows
f419158: 1642 rows
f419160: 1768 rows
f419161: 1703 rows
f419164: 1533 rows
f419169: 1042 rows
f419175: 2063 rows
f419178: 1905 rows
f419179: 2181 rows
f419180: 695 rows
f419188: 1088 rows
f419190: 1575 rows
f419192: 3252 rows
f419197: 2950 rows
f419200: 3055 rows
f419202: 165 rows
f419203: 1271 rows
f419206: 1814 rows
f419207: 2650 rows
f419208: 1752 rows
f419210: 1359 rows
f419212: 1854 rows
f419214: 1776 rows
f419215: 1857 rows
f419216: 2277 rows
f419217: 1976 rows
f419224: 2104 rows
f419226: 1692 rows
f419227: 1748 rows
f419228: 1584 rows
f419231: 559 rows
f419233: 1545 rows
f419237: 1695 rows
f419238: 1616 rows
f419242: 2061 rows
f419243: 2019 rows
f419244: 1596 rows
f419246: 1476 rows
f419248: 1331 rows
f419252: 2068 rows
f419286: 1740 rows
f419287: 1514 rows
f419289: 1749 rows
f419294: 3381 rows
f419295: 1987 rows
f419300: 1836 rows
f419301: 1270 rows
f419302: 1514 rows
f419313: 2103 rows
f419315: 980 rows
f419323: 1994 rows
f419325: 1707 rows
f419327: 1727 rows
f419342: 2195 rows
f419346: 1901 rows
f419350: 1833 rows
f419352: 1679 rows
f419355: 2572 rows
f420030: 1591 rows
f420031: 2136 rows
f420040: 2309 rows
f420046: 2185 rows
f420051: 2168 rows
f420055: 2268 rows
f420063: 1737 rows
f420071: 2155 rows
f420072: 1589 rows
f420076: 2089 rows
f420235: 1437 rows
f420237: 1462 rows
f420241: 1389 rows
f420244: 2340 rows
f420245: 1937 rows
f420248: 1789 rows
f420249: 1981 rows
f420250: 2403 rows
f420251: 2251 rows
f420258: 2435 rows
f420259: 1074 rows
f420261: 2101 rows
f420302: 2982 rows
f420305: 1585 rows
f420309: 2205 rows
f420312: 1864 rows
f420313: 1723 rows
f420314: 1634 rows
f420320: 1699 rows
f420354: 2081 rows
f420355: 2636 rows
f420356: 1450 rows
f421014: 2408 rows
f421015: 2587 rows
f421020: 121 rows
f421021: 1473 rows
f421022: 1939 rows
f421025: 2215 rows
f421026: 2662 rows
f421027: 1622 rows
f421031: 2042 rows
f421040: 903 rows
f421041: 1929 rows
f421042: 2567 rows
f421043: 1633 rows
f421048: 1300 rows
f421049: 375 rows
f421054: 1598 rows
f421055: 1846 rows
f421057: 2171 rows
f421059: 2131 rows
f421062: 1636 rows
f421066: 1574 rows
f421067: 2362 rows
f421069: 2380 rows
f421071: 2071 rows
f421075: 2261 rows
f421076: 2467 rows
f421077: 699 rows
f421089: 3455 rows
f421094: 2286 rows
f421096: 2201 rows
f421097: 2229 rows
f421098: 2379 rows
f421099: 2618 rows
f421103: 1357 rows
f421105: 1565 rows
f421107: 1986 rows
f421131: 2215 rows
f421132: 2054 rows
f421133: 2996 rows
f421135: 3671 rows
f421136: 3059 rows
f421137: 2254 rows
f421138: 2192 rows
f421140: 1995 rows
f421142: 1805 rows
f421143: 2155 rows
f421144: 2317 rows
f421147: 3106 rows
f421148: 1996 rows
f421283: 1563 rows
f421284: 2760 rows
f421285: 337 rows
f421286: 2682 rows
f421287: 2650 rows
f421293: 2058 rows
f421296: 1096 rows
f421297: 2067 rows
f421307: 2010 rows
f421309: 1623 rows
f421312: 1798 rows
f421313: 921 rows
f421314: 1896 rows
f421316: 1580 rows
f421319: 1214 rows
f421321: 1509 rows
f421324: 1170 rows
f422057: 1556 rows
f422060: 2110 rows
f422061: 1649 rows
f422063: 1428 rows
f422064: 2230 rows
f422066: 1526 rows
f422069: 2252 rows
f422070: 2030 rows
f422074: 1917 rows
f422075: 2089 rows
f422077: 1842 rows
f422082: 2347 rows
f422085: 2269 rows
f422089: 1642 rows
f422093: 2561 rows
f422094: 1615 rows
f422095: 3203 rows
f422103: 2513 rows
f422105: 1711 rows
f422108: 2417 rows
f422111: 1790 rows
f422113: 2565 rows
f422114: 1703 rows
f422115: 1795 rows
f422121: 2250 rows
f422123: 1253 rows
f422125: 1140 rows
f422128: 1144 rows
f422129: 1984 rows
f422130: 2192 rows
f422131: 1956 rows
f422132: 1885 rows
f422139: 1568 rows
f422140: 2338 rows
f422142: 501 rows
f422149: 2268 rows
f422150: 2206 rows
f422152: 2203 rows
f422155: 1370 rows
f422156: 1916 rows
f422157: 2889 rows
f422161: 1406 rows
f422162: 1702 rows
f422163: 1527 rows
f422165: 1942 rows
f422166: 1741 rows
f422167: 2265 rows
f422171: 1771 rows
f422172: 1329 rows
f422176: 2558 rows
f422180: 2121 rows
f422181: 2078 rows
f422196: 1411 rows
f422197: 1951 rows
f422201: 2451 rows
f422207: 2420 rows
f422208: 2104 rows
f422210: 1814 rows
f422212: 2394 rows
f422214: 1547 rows
f422215: 1896 rows
f422217: 1723 rows
f422279: 2012 rows
f422280: 1965 rows
f422283: 2361 rows
f422284: 2131 rows
f422285: 2228 rows
f422288: 2895 rows
f422307: 2018 rows
f422308: 1972 rows
f422313: 1508 rows
f422315: 2373 rows
f422317: 2040 rows
f422319: 2013 rows
f422320: 1683 rows
f422323: 2247 rows
f422325: 1257 rows
f422326: 2330 rows
f422347: 1784 rows
f422349: 1957 rows
f422352: 1600 rows
f422354: 1333 rows
f422355: 2258 rows
f422356: 2054 rows
f423008: 2247 rows
f423009: 1590 rows
f423011: 2244 rows
f423017: 1947 rows
f423018: 1812 rows
f423019: 2462 rows
f423037: 1397 rows
f423038: 2364 rows
f423040: 2521 rows
f423043: 2027 rows
f423047: 2388 rows
f423049: 2246 rows
f423050: 2497 rows
f423053: 2653 rows
f423058: 2351 rows
f423060: 2680 rows
f423062: 1838 rows
f423064: 1631 rows
f423068: 1508 rows
f423069: 3358 rows
f423072: 1961 rows
f423077: 1554 rows
f423079: 2152 rows
f423080: 2413 rows
f423081: 3650 rows
f423083: 2634 rows
f423086: 2885 rows
f423088: 2562 rows
f423090: 2601 rows
f423094: 3125 rows
f423098: 2576 rows
f423099: 1828 rows
f423100: 2532 rows
f423103: 2875 rows
f423104: 2581 rows
f423114: 2353 rows
f423115: 2249 rows
f423116: 2155 rows
f423117: 3527 rows
f423118: 2359 rows
f423123: 2412 rows
f423125: 2031 rows
f423127: 2590 rows
f423128: 1979 rows
f423129: 2514 rows
f423130: 2571 rows
f423132: 2249 rows
f423143: 2060 rows
f423146: 3141 rows
f423147: 2296 rows
f423151: 2385 rows
f423162: 2120 rows
f423163: 3520 rows
f423164: 1907 rows
f423165: 1711 rows
f423171: 1888 rows
f423172: 3969 rows
f423173: 1869 rows
f423180: 2233 rows
f423181: 2308 rows
f423192: 1659 rows
f423193: 1428 rows
f423194: 1881 rows
f423204: 2520 rows
f423205: 2663 rows
f423206: 2056 rows
f423207: 2583 rows
f423209: 2119 rows
f423212: 1919 rows
f423213: 2706 rows
f423214: 3785 rows
f423215: 2203 rows
f423217: 2519 rows
f423218: 2408 rows
f423219: 3189 rows
f423222: 3152 rows
f423224: 2202 rows
f423232: 1889 rows
f423240: 2351 rows
f423243: 1991 rows
f423244: 1638 rows
f423277: 2774 rows
f423278: 934 rows
f423282: 1715 rows
f423283: 2164 rows
f423284: 2351 rows
f423285: 1931 rows
f423287: 2680 rows
f423289: 2690 rows
f423290: 2392 rows
f423309: 1513 rows
f423310: 1988 rows
f423317: 1598 rows
f423318: 1888 rows
f423319: 893 rows
f423323: 1365 rows
f423324: 1642 rows
f423333: 2111 rows
f423334: 1986 rows
f423335: 2115 rows
f423339: 2205 rows
f423341: 2097 rows
f423342: 2438 rows
f423343: 2651 rows
f423353: 2650 rows
f423354: 1769 rows
f500092: 217 rows
f500105: 285 rows
f500116: 304 rows
f500124: 495 rows
f500125: 300 rows
f500129: 253 rows
f500136: 442 rows
f500137: 515 rows
f500138: 451 rows
f500144: 432 rows
f500147: 470 rows
f500152: 580 rows
f500160: 489 rows
f500166: 370 rows
f500172: 414 rows
f500180: 510 rows
f500188: 425 rows
f500195: 232 rows
f500318: 300 rows
f501079: 91 rows
f501088: 335 rows
f501095: 400 rows
f501101: 434 rows
f501110: 444 rows
f501113: 423 rows
f501120: 528 rows
f501122: 448 rows
f501127: 468 rows
f501128: 653 rows
f501137: 358 rows
f501138: 226 rows
f501145: 413 rows
f501152: 510 rows
f501156: 362 rows
f501158: 672 rows
f502107: 185 rows
f502110: 322 rows
f502142: 372 rows
f502145: 343 rows
f502154: 284 rows
f502155: 515 rows
f502161: 348 rows
f502164: 184 rows
f502169: 486 rows
f502176: 304 rows
f503104: 258 rows
f503125: 218 rows
f503135: 495 rows
f503138: 475 rows
f503139: 325 rows
f503140: 394 rows
f503141: 481 rows
f503149: 36 rows
f503150: 411 rows
f503151: 562 rows
f503154: 487 rows
f503155: 370 rows
f503157: 271 rows
f503158: 456 rows
f503161: 608 rows
f503167: 201 rows
f503168: 584 rows
f503171: 34 rows
f503175: 134 rows
f503176: 343 rows
f503177: 370 rows
f503179: 312 rows
f504100: 384 rows
f504108: 212 rows
f504109: 470 rows
f504116: 259 rows
f504126: 499 rows
f504141: 61 rows
f504156: 414 rows
f504157: 382 rows
f504162: 220 rows
f504163: 463 rows
f510205s: 120 rows
f510206s: 201 rows
f510207s: 7 rows
f510208s: 128 rows
f510209s: 138 rows
f510210s: 102 rows
f510212s: 7 rows
f510213s: 33 rows
f510215s: 64 rows
f510216s: 119 rows
f510219s: 133 rows
f510221s: 184 rows
f510222s: 78 rows
f510223s: 106 rows
f510229: 129 rows
f510230: 100 rows
f510231: 81 rows
f510232: 65 rows
f510233: 79 rows
f510239: 182 rows
f510240: 293 rows
f510241: 122 rows
f510242: 236 rows
f510243: 219 rows
f510244: 135 rows
f510249: 200 rows
f510256: 120 rows
f510261: 142 rows
f510267: 195 rows
f510269: 31 rows
f511028: 133 rows
f511029: 144 rows
f511030: 57 rows
f511038: 202 rows
f511038s: 77 rows
f511044s: 154 rows
f511045s: 94 rows
f511048: 78 rows
f511048s: 14 rows
f511049s: 118 rows
f511055: 136 rows
f511055s: 114 rows
f511058s: 64 rows
f511061s: 163 rows
f511063: 85 rows
f511066s: 30 rows
f511071s: 88 rows
f511072s: 132 rows
f511074: 58 rows
f511187s: 45 rows
f511190s: 153 rows
f511191s: 185 rows
f511192s: 161 rows
f511194s: 108 rows
f511198s: 100 rows
f511199s: 143 rows
f511200s: 73 rows
f511202s: 45 rows
f511203s: 65 rows
f511204s: 126 rows
f511206s: 113 rows
f511209s: 198 rows
f511210s: 99 rows
f511220: 253 rows
f511221: 134 rows
f511224: 340 rows
f511225: 278 rows
f511226: 60 rows
f511231: 15 rows
f511232: 246 rows
f511233: 21 rows
f511235: 16 rows
f511236: 118 rows
f511238: 16 rows
f512088: 26 rows
f512092: 49 rows
f512094s: 17 rows
f512095: 168 rows
f512095s: 186 rows
f512096s: 102 rows
f512097: 72 rows
f512102: 143 rows
f512102s: 41 rows
f512104: 134 rows
f512104s: 189 rows
f512105s: 91 rows
f512110: 113 rows
f512111: 78 rows
f512112s: 145 rows
f512116s: 177 rows
f512118s: 6 rows
f512120s: 81 rows
f512121: 114 rows
f512121s: 157 rows
f512122s: 102 rows
f512123s: 156 rows
f512124: 117 rows
f512124s: 76 rows
f512125s: 172 rows
f512135s: 128 rows
f512136s: 54 rows
f512137s: 36 rows
f512138s: 215 rows
f512141s: 210 rows
f512142s: 136 rows
f512255s: 52 rows
f512256s: 194 rows
f512257s: 227 rows
f512258s: 223 rows
f512260s: 108 rows
f512261s: 110 rows
f512264s: 6 rows
f512265s: 107 rows
f512266s: 113 rows
f512270s: 234 rows
f512271s: 45 rows
f512272s: 161 rows
f512277s: 147 rows
f512278s: 63 rows
f512281s: 245 rows
f512282s: 127 rows
f512283s: 70 rows
f512289s: 157 rows
f512290s: 129 rows
f512291: 72 rows
f512292: 108 rows
f512297: 122 rows
f512298: 60 rows
f512299: 117 rows
f512300: 115 rows
f512301: 78 rows
f512316: 109 rows
f512317: 67 rows
f512321: 77 rows
f513046s: 2 rows
f513050s: 28 rows
f513053s: 105 rows
f513056s: 144 rows
f513057s: 115 rows
f513059s: 102 rows
f513060s: 86 rows
f513061s: 28 rows
f513064s: 78 rows
f513069s: 165 rows
f513070s: 204 rows
f513074s: 156 rows
f513076s: 13 rows
f513079s: 94 rows
f513081s: 147 rows
f513082s: 70 rows
f600001: 213 rows
f600002: 283 rows
f600003: 270 rows
f600004: 107 rows
f600006: 86 rows
f600007: 12 rows
f600008: 133 rows
f600010: 98 rows
f600011: 173 rows
f600012: 332 rows
f600013: 152 rows
f600015: 71 rows
f600016: 246 rows
f600017: 157 rows
f600018: 73 rows
f600019: 125 rows
f600020: 22 rows
f600022: 191 rows
f600023: 88 rows
f600027: 109 rows
f600031: 87 rows
f600032: 164 rows
f600033: 82 rows
f600034: 224 rows
f600035: 159 rows
f600037: 184 rows
f600038: 186 rows
f600039: 129 rows
f600041: 183 rows
f600042: 108 rows
f600043: 174 rows
f600044: 160 rows
f600046: 98 rows
f600047: 194 rows
f600048: 145 rows
f600049: 119 rows
f600050: 145 rows
f600051: 33 rows
f600052: 59 rows
f600054: 27 rows
f600055: 156 rows
f600056: 245 rows
f600057: 322 rows
f600058: 209 rows
f600059: 103 rows
f600060: 101 rows
f600061: 259 rows
f600062: 131 rows
f600063: 283 rows
f600064: 39 rows
f600065: 252 rows
f600066: 368 rows
f600067: 184 rows
f600068: 375 rows
f600069: 329 rows
f600071: 142 rows
f600073: 62 rows
f600075: 147 rows
f600076: 53 rows
f600077: 134 rows
f600080: 206 rows
f600081: 111 rows
f600086: 174 rows
f600087: 74 rows
f600088: 135 rows
f600089: 389 rows
f600336: 103 rows
f600340: 164 rows
f600341: 267 rows
f600342: 308 rows
f600343: 290 rows
f600344: 179 rows
f600347: 219 rows
f600349: 223 rows
f600351: 146 rows
f600353: 275 rows
f600355: 149 rows
f600356: 213 rows
f600357: 56 rows
f600362: 172 rows
f600364: 134 rows
f600366: 99 rows
f601001: 146 rows
f601002: 101 rows
f601003: 98 rows
f601004: 117 rows
f601005: 134 rows
f601006: 173 rows
f601007: 293 rows
f601008: 59 rows
f601010: 136 rows
f601011: 164 rows
f601012: 91 rows
f601015: 51 rows
f601016: 167 rows
f601017: 102 rows
f601019: 79 rows
f601021: 96 rows
f601024: 109 rows
f601025: 26 rows
f601026: 113 rows
f601027: 148 rows
f601028: 169 rows
f601029: 199 rows
f601031: 145 rows
f601032: 131 rows
f601033: 93 rows
f601034: 110 rows
f601036: 117 rows
f601037: 164 rows
f601038: 265 rows
f601039: 187 rows
f601040: 156 rows
f601041: 135 rows
f601042: 61 rows
f601046: 197 rows
f601047: 86 rows
f601050: 117 rows
f601051: 184 rows
f601052: 178 rows
f601053: 114 rows
f601055: 101 rows
f601056: 126 rows
f601057: 107 rows
f601058: 164 rows
f601059: 230 rows
f601060: 211 rows
f601061: 207 rows
f601062: 108 rows
f601066: 95 rows
f601067: 271 rows
f601068: 156 rows
f601070: 155 rows
f601071: 147 rows
f601073: 394 rows
f601075: 62 rows
f601076: 209 rows
f601080: 16 rows
f601081: 159 rows
f601082: 74 rows
f601083: 472 rows
f601084: 97 rows
f601085: 180 rows
f601086: 101 rows
f601089: 54 rows
f601335: 247 rows
f601336: 240 rows
f601339: 163 rows
f601340: 131 rows
f601341: 214 rows
f601342: 210 rows
f601343: 125 rows
f601347: 43 rows
f601348: 163 rows
f601349: 228 rows
f601350: 129 rows
f601351: 171 rows
f601352: 253 rows
f601353: 437 rows
f601355: 357 rows
f601356: 418 rows
f601357: 419 rows
f601358: 81 rows
f601359: 414 rows
f601361: 259 rows
f601362: 516 rows
